,text,date,author,author_level,mark,museum,avg_mark,num_reviews
201,"На выставку не попали, но в книжном приобрели много интересной литературы и для взрослых, и для детей. Хороший выбор развивающих игр в дорогу.",10 июля 2019,Галина Зарезина,Знаток города 9 уровня,5,музей Гараж,"4,5",1061
202,Просторное современное выставочное пространство. Впечатления от посещения положительные. Организация на уровне.,5 марта 2020,Ольга ..,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
203,"Выставки современного искусства не всегда интересны, но здесь попали на хорошую подборку",25 апреля 2020,Sergey Surkov,Знаток города 13 уровня,5,музей Гараж,"4,5",1061
204,"Доступные билеты, есть льготные категории граждан, для которых они бесплатны. Просторное помещение с высокими потолками. У каждого экспоната висит табличка с полной информацией о нем. Удобно и комфортно. Раздражает только, что работники музея ходят за тобой по пятам, отвлекают внимание и наблюдают за каждым твоим движением. Впечатления остались хорошие. )))
ещё",16 июля 2019,vn.slavina,Знаток города 3 уровня,5,музей Гараж,"4,5",1061
205,"Само здание - уже объект современного искусства. Внутри всё не так однозначно и просто на первый взгляд, но организация движения по периметру - гениальна! Инсталляции меняются достаточно часто, можно увидеть много интересного, если посещать регулярно.",27 июля 2019,Костя Гроссман,Знаток города 10 уровня,5,музей Гараж,"4,5",1061
206,"Хорошее добротное помещение для выставок. Вежливый и компетентный персонал. Молодые экскурсоводы, интересно рассказывают, хотя трактовки спорные. Выставка Пеперштейна вызывает смешанные чувства.",23 апреля 2019,Евгений Курдюков,Знаток города 14 уровня,4,музей Гараж,"4,5",1061
207,"Очень интересное место. Тщательно продуманные экспозиции, которые часто меняются. Многие экспозиции очень глубоко задевают.",14 января 2020,Дмитрий П.,Знаток города 9 уровня,5,музей Гараж,"4,5",1061
208,Очень интересно было окунуться в эту атмосферу!,4 февраля,Анастасия Деушева,Знаток города 4 уровня,5,музей Гараж,"4,5",1061
209,"Самое головокружительное место в Москве. Гараж настоящий локомотив современного искусства и российского общества. О том, что мы будем думать завтра, они реализуют сегодня.",2 мая 2020,Светлана К.,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
210,"+ крупный центр притяжения современного искусства, образовательно-просветительское пространство
- раскрученное модное место, зачастую вызывающее лишь скуку от посещения и жалость от потраченных денег",10 февраля 2020,Александр Р.,Знаток города 4 уровня,3,музей Гараж,"4,5",1061
211,"преимущественно вкусно, хорошее место",21 декабря 2020,Дарья Ш.,Знаток города 4 уровня,4,музей Гараж,"4,5",1061
212,"Необычный музей, интерактивное пространство, посвященное экологии. Множество инсталляций, стимулирующих задуматься, какой мы оставляем след на планете. Очень понравилось. Советую всем, кто сортирует мусор или собирается это делать и неравнодушен к окружающему миру!",14 сентября 2019,Игорь Лапин,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
213,"Даже если не идти на экспозицию, то все равно в музее можно провести отличный день. Приятное кафе с видом на площадь искусств, книжный магазин с оригинальной и тематической литературой, различные интерактивы.
И немного пафоса. Музей поставил Москву в один ряд с мировыми столицами современного искусства ;)
ещё",21 ноября 2018,Amanita M.,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
214,"Великолепно! Последний раз испытала такой восторг на выставке ""В будущее возьмут не всех"", но здесь больше непонятного, но не менее интересно",23 января 2020,Алёна Шведова,Знаток города 9 уровня,5,музей Гараж,"4,5",1061
215,"Насчет выставок можно спорить, но само пространство очень приятное. Есть книжный магазин, кафе, все чисто, современно, красиво. Можно там отдыхать даже без посещения музея.",29 января 2020,Отзыв Ч.,Знаток города 9 уровня,5,музей Гараж,"4,5",1061
216,Отличное место для культурного времяпрепровождения. Часто проходят различные интересные выставки.,19 января 2020,ZlaNemereno,Знаток города 14 уровня,5,музей Гараж,"4,5",1061
217,"Удивительно уютное и человечное место. От самых дверей чувствуешь, что тебе рады. Очень интересные книги в магазине, их просто жалко выпускать из рук. А как вкусно в ресторане! Выставки тоже организованы отлично. Есть и аудиогид, и пояснения прямо у об'ектов, всегда готовы помочь сотрудники. Теперь это одно из моих любимых мест в Москве.
ещё",14 марта 2019,Надежда Н.,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
218,"Замечательное место для ценителей искусства, иногда бывают бесплатные дни. Внутри есть магазин и кафе в стиле ""Республики"". Так же хочу отметить классный мерч.",7 апреля 2019,Smotrec,Знаток города 11 уровня,5,музей Гараж,"4,5",1061
219,"Скучновато, странные экспозиции из детских рисунков или копий фото архивов НКВД, сложно представить, что это может представлять какую то ценность и развивать чувства прекрасного",27 июля 2020,Fastbutting,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
220,"Отличное место, в здании магазин с хорошим выбором книг и различных принадлежностей, сувениров, кафе приятное",26 октября 2019,Лилия Исхакова,Знаток города 10 уровня,5,музей Гараж,"4,5",1061
221,Идёт монтаж третьего этажа.С необыкновенными инсталляциями,21 марта,Сергей Шаменок,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
222,"К сожалению не для посетителей с велосипедами. Охранник демонстративно прогнал меня, при попытке пристегнуться к конструкции у входа. Сообщив, что велопарковки тут нет и нужно приходить без велосипеда. Современность данного места под вопросом...",19 февраля 2020,Владимир Д.,Знаток города 2 уровня,1,музей Гараж,"4,5",1061
223,"Музей первоклассный, оформление, атмосфера, организация - всё на высоте. Но нужно любить современное искусство, чтобы наслаждаться им в полной мере. Мне ближе более классические направления, но даже я был рад посетить ""Гараж"".",4 февраля 2020,Иван,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
224,"Немного зашкаливает пафос. Все зависит от выставок. Цены в кафе высокие, в магазине тоже.",2 июля 2020,Аделаида Прошлогодняя,Знаток города 6 уровня,4,музей Гараж,"4,5",1061
225,"Ноев ковчег современного искусства в России, в Москве. Хорошо, что строят еще один. Музеев современного искусства должно быть много! Чем больше - тем лучше. Людям нужно это!",14 ноября 2019,Коля К.,Знаток города 7 уровня,5,музей Гараж,"4,5",1061
226,"С удовольствием являюсь другом музея. Очень интересно, всегда, есть над чем подумать",30 августа 2020,Ник Сид,Знаток города 10 уровня,5,музей Гараж,"4,5",1061
227,"Место больше для молодёжи, на мой взгляд. Современное искусство и современный взгляд на мир.",11 июня 2020,Анна П.,Знаток города 9 уровня,5,музей Гараж,"4,5",1061
228,"Доступная среда, образовательные программы, программа лояльности, образцовое музейное кафе-бар, исключительно адекватный и дружелюбный весь персонал, включая охрану.",26 мая 2019,Renata Galyamova,Знаток города 9 уровня,5,музей Гараж,"4,5",1061
229,"Отличное место, просторные залы для инсталяций и выставок. Интересные работы, темы и всегда новая авторы.",27 ноября 2019,Рената Интизари,Знаток города 10 уровня,5,музей Гараж,"4,5",1061
230,"Очень интересные выставки, как и само пространство. Всё очень стильно и со вкусом. Не зря все фоткаются!",28 декабря 2019,Andrew Kondakov,Знаток города 12 уровня,5,музей Гараж,"4,5",1061
231,"Выставка - слабовата), могло быть лучше, есть над чем работать, замечательная соляная комната, сад красивый, после можно выпить кофе или бокал вина 😉",18 июля 2019,А,Знаток города 4 уровня,4,музей Гараж,"4,5",1061
232,"Экскурсия Вы с Эфире, а точнее аромантый эксперимент очень понравился, но сама площадка Гараж маленькая, погулять кроме книжного магазина негде",6 января 2020,Евгения Евгеньева,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
233,"Приятное место, необычные выставки, приятный персонал)",21 сентября 2020,Екатерина Кипрская,Знаток города 13 уровня,5,музей Гараж,"4,5",1061
234,Пафос на пафосе и пафосом погоняет. Современное искусство - это классно! Гараж - нет,26 июля 2020,Михаил О.,Знаток города 6 уровня,1,музей Гараж,"4,5",1061
235,"Не вдохновило, многие экспонаты просто не понятны. Экскурсовод попался так себе, не смогла нас девушка заинтересовать",10 сентября 2020,Анна П.,Знаток города 7 уровня,2,музей Гараж,"4,5",1061
236,Люблю это место! Всегда хочу попить кофе с подругой и отдохнуть здесь!,27 августа 2020,Danijela Maras-Cvetkovic,Знаток города 7 уровня,5,музей Гараж,"4,5",1061
237,Сам по себе гараж не вызывает восторга и соответствует своему названию. Однако часто он становится площадкой для проведения весьма впечатляющих выставок и мероприятий. А ещё на первом этаже находится ресторан.,19 июля 2019,Дмитрий,Знаток города 8 уровня,4,музей Гараж,"4,5",1061
238,"Нравится мне этот музей, до него считал современное искусство дичью, но сейчас каждая выставка - одно удовольствие.",27 марта 2020,Василий Белов,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
239,Любимый музей современного искусства!,25 декабря 2020,Vari Barkalova,Знаток города 9 уровня,5,музей Гараж,"4,5",1061
240,"Странное место. Интерьер понравился. Назначение данного объекта не поняла. Книжный магазин внутри - все дико дорого! Какие-то схемы, какие-то абонементы нужно покупать, все очень дорого, непонятно чем там заниматься. У местных пользуется авторитетом данное заведение, я его не поняла. Любителям современного искусства возможно понравится.
ещё",9 августа 2019,Elena K.,Знаток города 10 уровня,4,музей Гараж,"4,5",1061
241,"Интерактивные выставки, вежливый персонал, удобное время работы, различные цены для разных возрастных категорий.",2 октября 2019,Аниса Могнара,Знаток города 7 уровня,5,музей Гараж,"4,5",1061
242,"Была только в кафе на первом этаже. Приятно, стильно, комфортно интересно!",7 апреля 2020,Гулиа Валиева,Знаток города 15 уровня,5,музей Гараж,"4,5",1061
243,"Кафе отличное, но смотреть уже несколько лет нечего.",9 октября 2020,Maria B.,Знаток города 10 уровня,4,музей Гараж,"4,5",1061
244,Одно из самых любимых пространств с современным искусством. Всегда интересные экспозиции. В пятницу в определенные часы бесплатный вход,26 сентября 2019,Kirill Samsonov,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
245,"Неплохая локация, но наверное вы сами понимаете, что сейчас с искусством в стране) Так вот, тут его тоже немного)",24 августа 2020,varlakovtattoo,Знаток города 6 уровня,4,музей Гараж,"4,5",1061
246,"Приятное место, интересные экспозиции",23 ноября 2020,Oleg Pouzanov,Знаток города 12 уровня,5,музей Гараж,"4,5",1061
247,Увлекательно для расширения креативного кругозора. Интересные детали в просмотре.,16 июля 2020,Оксана Жукова,Знаток города 11 уровня,4,музей Гараж,"4,5",1061
248,"Бываю в данном музее не часто, но все выставки, что я посетил были великолепными! Интересных современных деятелей берут.",30 октября 2019,Sas Satan,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
249,"Красивое место, но выставляют хрень, выдаваемую за искусство, лучше б молодёжь учили настоящему искусству, а не восхищаться розовыми балками, и детской мазней, нарисованной не детьми, придавая им великое значение и огромную ценность. Цены на книги уж слишком. Ресторан тоже не простой. Короче дорого и бессмысленно.",31 августа 2019,Алена,Знаток города 8 уровня,1,музей Гараж,"4,5",1061
250,"Отличное пространство для современных выставок плюс уютное кафе, блюда по оригинальным рецептам.",26 декабря 2019,Galina Saprykina,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
251,Современное культурное пространство. Проводится много интересных выставок и мероприятий. Рекомендую к посещению.,25 октября 2019,Людмила Ф.,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
252,"Два раза была в этом месте и оба раза там были очень крутые выставки. В гардероб иногда не пробиться, приходится ждать, пока кто-то освободит место, заберет свою куртку (один раз ждали полчаса)",24 января 2020,Anna Svichius,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
253,"Не понравилось. Много пафоса, искусства мало.",24 ноября 2020,Михаил Верхушкин,Знаток города 10 уровня,2,музей Гараж,"4,5",1061
254,Интересная экспозиция и грамотные и интересные экскурсоводы,18 июля 2020,Роман Вшивцев,Знаток города 9 уровня,5,музей Гараж,"4,5",1061
255,"Отличное место . Довольно часто новые выставки , заставляет задуматься о многих вещах . С этим музей связанны только хорошие впечатления",3 октября 2019,Иван Л.,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
256,классные современные экспозиции,15 февраля,varpholomeeva,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
257,"Отличная атмосфера, всегда приятно заходить во время прогулки",17 июня 2020,Андрей Гармашов,Знаток города 9 уровня,5,музей Гараж,"4,5",1061
258,"Хороший современный музей, выставки бывают разные, не все интересные, но все равно 5 баллов",6 февраля 2020,Denis B.,Знаток города 10 уровня,5,музей Гараж,"4,5",1061
259,"Хороший музей и выставки интересные, но на крышу пускают только владельцев карт музея",26 июля 2020,Алексей Миклин,Знаток города 7 уровня,4,музей Гараж,"4,5",1061
260,"Частенько проходят крутые выставки современного искусства. 
Небольшое здание, но вмещает в себя достаточно творческих работ чтобы не устать и выйти довольным)",4 апреля 2019,Анна Н-С.,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
261,"Музей современного искусства. Постоянно новые выставки. 
На крыше проводят мероприятия",23 марта 2020,Наталья Григорян,Знаток города 11 уровня,5,музей Гараж,"4,5",1061
262,"Отличное пространство, интересные программы, есть кинотеатр и кафе",3 июня 2020,Михаил К.,Знаток города 4 уровня,5,музей Гараж,"4,5",1061
263,Очень здорово. Кто любит современное искусство - сюда!,16 августа 2020,Вера Феофанова,Знаток города 17 уровня,5,музей Гараж,"4,5",1061
264,"Гараж это всегда ТОР! Выставки, кино, люди, еда. Спасибо что сохранили здание и дали ему новую жизнь! Центр притяжения современной молодежи!",25 сентября 2019,Evgeniya Korobko,Знаток города 7 уровня,5,музей Гараж,"4,5",1061
265,"Крутое место, но поменьше бы претенциозности",12 марта,Владимир Завьялов,Знаток города 8 уровня,4,музей Гараж,"4,5",1061
266,"Обожаю этот музей, достаточно пространства, интересные выставки, уникальные экскурсоводы❤️",29 ноября 2019,Мария Л.,Знаток города 2 уровня,5,музей Гараж,"4,5",1061
267,"Очень современное пространство. Попить кофе или погулять по выставке - что бы не выбрал, одно удовольствие)",5 декабря 2019,Katrin S,Знаток города 9 уровня,5,музей Гараж,"4,5",1061
268,"Одно из моих любимых мест,а посидеть у окошка и выпить наивкуснейшии облепиховый чай,это я всем рекомендую.",25 февраля 2020,Елена Елена,Знаток города 4 уровня,5,музей Гараж,"4,5",1061
269,"Интересная выставка, необычная..",27 октября 2020,О *.,Знаток города 4 уровня,5,музей Гараж,"4,5",1061
270,"Отличное место, где проходят интересные выставки, экскурсии, мастер-классы. Один раз записали на экскурсию, и попали на выставку бесплатно)",31 июля 2019,Arseny Pars,Знаток города 13 уровня,5,музей Гараж,"4,5",1061
271,Для современников отличное место,10 октября 2020,alina b.,Знаток города 4 уровня,5,музей Гараж,"4,5",1061
272,"Превосходный центр современной культуры.Лекции,концерты и выставки тут на высоком и модном уровне.Есть хорошее кафе и сувенирный магазин.",18 апреля 2019,Перекати поле,Знаток города 18 уровня,5,музей Гараж,"4,5",1061
273,"Музей современного искусства для аудитории, понимающей в искусстве (не для всех). Модные надсмотрщики в зале, лук что надо! 
Некоторые выставки бесплатные, некоторые - за денежку. В целом интересно для посещения и общего развития в представлении современного искусства.",9 января 2019,Константин,Знаток города 26 уровня,4,музей Гараж,"4,5",1061
274,"Хотел туда зайти с ребенком. Охранник остановил меня и попросил показать содержимое сумки, я отказался. Что он думает я там теракт устрою? Или что? С какой стати я ему должен демонстрировать содержимое сумки? Причем проверяют всех подряд. Еще позволяют себе шутить. Проблема безопасности это не проблема посетителей!",28 октября 2019,.,Знаток города 5 уровня,2,музей Гараж,"4,5",1061
275,"Быдло-охранник «старший администратор» на входе, хватающий со спины за локоть, потому что прозевал, как ты зашёл в музей, и
устраивающий тотальный досмотр, с заглядываем с фонариком во все отделения рюкзаков и выворачивание карманов как квинтэссенция современного искусства в России, спонсированного сырьевым олигархом
ещё",3 ноября 2019,Mikhail,Знаток города 5 уровня,1,музей Гараж,"4,5",1061
276,Уютный небольшой музей с собственным винным баром и хорошим магазином с книгами и сувенирами. Есть помещения для лекций и мастер-классов.,23 апреля 2019,Софья Я.,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
277,"не очень большой музей, но прикольно",3 марта,Софья С.,Знаток города 6 уровня,4,музей Гараж,"4,5",1061
278,"На любителя. Бывает попадаешь на невнятные экспозиции, но обычно очень интересно.",25 июля 2020,pinguiniv,Знаток города 5 уровня,4,музей Гараж,"4,5",1061
279,Один из самых интересных и популярных музеев Москвы. Не только для любителей современного искусства.,7 декабря 2019,Shlykenberg,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
280,"Одно из моих любимых мест, начиная от выставок и заканчивая местных кафе. 
Просто необходимо к посещению! 
Рекомендую!",15 ноября 2019,Bankir4,Знаток города 9 уровня,5,музей Гараж,"4,5",1061
281,Странное место.. и это называют искусством? Смотреть тут нечего,9 декабря 2020,Антон Орлов,Знаток города 5 уровня,1,музей Гараж,"4,5",1061
282,"Всегда очень крутые экспозиции, заставляющие подумать. Классный ресторан. Очень современный вайб.",29 ноября 2019,Катя С.,Знаток города 12 уровня,5,музей Гараж,"4,5",1061
283,"Музей современного искусства, очень удачное здание. Персонал молодой и приветливый. Есть скидки для студентов, детей, пенсионеров и др.",8 мая 2019,Нейя А.,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
284,"Становится культовым местом в Парке Культуры , для организации выстовок подходит идеально.",22 января 2020,uri s.,Знаток города 8 уровня,4,музей Гараж,"4,5",1061
285,"Одно из тех мест, ради которого хочется жить в этом городе",8 января,Николай,Знаток города 5 уровня,5,музей Гараж,"4,5",1061
286,"Люблю такие современные, стильные пространства для искусства, хожу сюда регулярно сама и с детьми.",12 декабря 2019,Юлия Емельянова,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
287,"Интересные и необычные мероприятия проходят, есть супер магазин книг, с художественными уклоном",30 ноября 2019,Татьяна Ч.,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
288,"Очень люблю ""Гараж"" и стараюсь почаще заглядывать по возможности.
Часто бывают необычные выставки, всегда есть,на что посмотреть",2 августа 2019,Santa Shakya,Знаток города 4 уровня,5,музей Гараж,"4,5",1061
289,"Музей современного искусства. Интересно, любопытно но ничего не понятно-мы не знатоки. Ресторанчик здесь понравился, цены демократичные. Есть детское меню.",6 ноября 2018,Самотугина Юлия,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
290,"Советую к посещению. На сайте всегда можно увидеть программу выставок. Был уже раз 10, всегда доволен.",16 марта 2020,Никита Чек,Знаток города 9 уровня,5,музей Гараж,"4,5",1061
291,"Не понравилось.! Не тратьте деньги на билет. Экспозиция никакая! Смотреть нечего. Полная безвкусица. Персонала больше чем посетителей.
Вышел из Гаража с каким то негативом на целый день.",25 января,Алекс Фокс,Знаток города 6 уровня,2,музей Гараж,"4,5",1061
292,"Интересный музей, с своеобразными выставками и пространством.",26 июня 2020,Владимир Билай,Знаток города 14 уровня,5,музей Гараж,"4,5",1061
293,"Был там этим летом , т.к. я на инвалидности , прошел бесплатно так что уже грех жаловаться ,всё в принципе понравилось, времени прилично уйдёт если на всём заострять внимание всё читать.",9 октября 2019,Илья Александрович,Знаток города 7 уровня,5,музей Гараж,"4,5",1061
294,"Классное расположение, классное место - много плюсов организаторам за их креатив. Иногда эксклюзив можно запечатлеть",28 июля 2019,Павел Юдин,Знаток города 30 уровня,5,музей Гараж,"4,5",1061
295,"Всё хорошо. Только про рюкзаки было бы круто сообщать на кассах, когда выдаёте билеты.
Кафе классное. И офигенные печеньки к чаю и кофе комплиментом дают)",25 апреля 2019,Ольга Г.,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
296,"Обязательное для посещения место для людей, любящих искусство во всех его проявлениях. Гениальные выставки, креативное пространство. Очень!!!",5 мая 2019,Анастасия Н.,Знаток города 7 уровня,5,музей Гараж,"4,5",1061
297,"На современного потребителя. Очень часто просто не понятно, что хотели показать данной выставкой или экспозицией. Были не раз, в восторге не вышли не разу. Из плюсов многодетным проход бесплатно",20 сентября 2019,Оксана М.,Знаток города 6 уровня,3,музей Гараж,"4,5",1061
298,"Интересное место, туда должен сходить каждый",20 октября 2020,Мариами Моргошиа,Знаток города 2 уровня,5,музей Гараж,"4,5",1061
299,Очень уютное место. Впечатляет своими масштабами.,23 августа 2020,Яна Х.,Знаток города 2 уровня,5,музей Гараж,"4,5",1061
300,Посещение данного музея вызвало тошнотворное чувство.,15 февраля,Сергей П.,Знаток города 4 уровня,1,музей Гараж,"4,5",1061
301,"Если зимой тут будет потеплее, а книжки дешевле - станет идеально! А пока просто хорошо)",7 марта 2020,Алексей Макеев,Знаток города 7 уровня,4,музей Гараж,"4,5",1061
302,"посетителя каждого встречают как дорогого гостя, выставки как правило по меньшей мере забавны и интересны а иногда и очень недурны в смысле эстетическом. Вместо дремлющих на стульчиках старушек- приветливая молодежь обоих полов, что приятно.",31 июля 2019,Ира П.,Знаток города 4 уровня,5,музей Гараж,"4,5",1061
303,"Помойка какая-то, честное слово
Не тратьте время и деньги;)",24 января,teamseshyungearl,Знаток города 5 уровня,1,музей Гараж,"4,5",1061
304,Краткость - сестра таланта. Все очень красиво и со вкусом.,6 июля 2020,Полина К.,Знаток города 2 уровня,5,музей Гараж,"4,5",1061
305,"Не для всех, многие композиции сложно понять. Но хорошо оснащен, внутри есть книжный магазинчик.",27 декабря 2019,Nastya Kovalenko,Знаток города 6 уровня,3,музей Гараж,"4,5",1061
306,"Удивительно, но у них отличный - просто отличный ресторан. Приходишь за пищей духовной, но и обыкновенная на высоте. :-)",24 октября 2019,Nikolay B.,Знаток города 4 уровня,5,музей Гараж,"4,5",1061
307,"Очень нравится, что экспозиция обновляется часто. Характерно очень оригинальное оформление, всегда встретишь что-то необычное. Очень рекомендую посещать.",2 марта 2019,Эльмира Шеина,Знаток города 11 уровня,5,музей Гараж,"4,5",1061
308,"Приехали туда в надежде посмотреть на экспонаты, которые указаны на сайте, с на самом деле оказалось, что активной была только одна выставка, о чем не было заявлено. Разочарованы(",28 января 2020,Оля Васильева,Знаток города 7 уровня,3,музей Гараж,"4,5",1061
309,"Приятное место, интересное. Сувениры ну очень дорогие. Есть кафе и все удобства.",1 февраля 2020,Мария С.,Знаток города 10 уровня,4,музей Гараж,"4,5",1061
310,Отличное место. Всем советую,12 октября 2020,Вадим Д.,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
311,Современное концептуальное пространство для проведения выставок и презентаций,12 марта 2020,Малена,Знаток города 17 уровня,5,музей Гараж,"4,5",1061
312,Не очень интересная выставка была...:(,3 марта,Аделина Ибатуллина,Знаток города 7 уровня,2,музей Гараж,"4,5",1061
313,"Симпатичное место для молодежи и для тех,кто любит современное искуство...чисто ,просторно ,не душно..есть кафе,где можно посидеть по домашнему...",16 ноября 2018,ЕЛЕНА СТЕНИНА,Знаток города 5 уровня,4,музей Гараж,"4,5",1061
314,"Когда попадаешь в музей ""Гараж"", то ощущения как в путешествии в Европе: необычные выставки, приятное музейное кафе, сувенирный магазинчик с отличными книгами и штучками, молодые сотрудники и экскурсоводы, и все это еще и в прекрасном Парке Горького.",7 марта 2018,Светлана Р.,Знаток города 4 уровня,5,музей Гараж,"4,5",1061
315,"Интересный музей) на любителя конечно, но побывать хотя бы один раз стоит) на первом этаже отличное кафе)))",15 ноября 2019,Александра,Знаток города 4 уровня,5,музей Гараж,"4,5",1061
316,"Все очень печально, куда катится искусство, непонятно,",24 февраля,kambarov.m@ratos.ru,Знаток города 2 уровня,1,музей Гараж,"4,5",1061
317,"Были с дочкой
Необычный музей,очень понравилось.",10 августа 2020,Марат,Знаток города 7 уровня,5,музей Гараж,"4,5",1061
318,"Посетила все выставки осеннего сезона, лекцию Андрея Великанова, презентацию книги Сальникова и ещё ряд событий. Всегда в полном восторге от любимого гаража. Всем крайне рекомендую",5 ноября 2018,Анна Г.,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
319,"Отличный музей современного искусства! Креативные экспозиции, но в то же время дисциплина и порядок в организации!",29 июля 2019,Павел,Знаток города 12 уровня,5,музей Гараж,"4,5",1061
320,"Одно из моих любимых мест. Прекрасный, всегда актуальный центр современного искусства. Отличный книжный магазин",24 апреля 2019,Лиана Т.,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
321,Интересно. Всегда актуально.,19 октября 2020,Ольга Седова,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
322,"Ощущение,будто меня заперли в клетке и показывают видео в качестве вознаграждения,за пуфики+",25 сентября 2020,Леся Виноградова,Знаток города 3 уровня,2,музей Гараж,"4,5",1061
323,"В целом, атмосферный объект, но раздражает слежка мальчиков и девочек из персонала при осмотре выставки. Наверняка есть видеонаблюдение, посадите их всех за мониторы, если охрана не справляется",4 августа 2020,Sam Sampson,Знаток города 15 уровня,4,музей Гараж,"4,5",1061
324,Очень впечатляет. Много скидочных программ. Очень современное искусство.,3 февраля 2020,Тигор,Знаток города 8 уровня,5,музей Гараж,"4,5",1061
325,"лучшее, потому что был с лучшим человеком",8 ноября 2020,Лекс Х.,Знаток города 3 уровня,5,музей Гараж,"4,5",1061
326,Для тех кто любит нестандартные решения и неформальный подход к искусству в целом.,13 марта 2020,Ренат Садреев,Знаток города 6 уровня,5,музей Гараж,"4,5",1061
327,"Отличное место для обеда после прогулки в Парке Горького. Прекрасная кухня. Цены соответствуют качеству, однако не кажутся заоблачными. Если нужна пища духовная - она тут есть.",17 декабря 2018,Mike Q,Знаток города 11 уровня,5,музей Гараж,"4,5",1061
328,"Были на выставке, посвящённой проблеме экологии. Не стандартной планировки строение, интересные локации. Но система кондиционирования сделана так, чтобы ты не задерживался, было холодно))",2 сентября 2019,Иван Ефименко,Знаток города 6 уровня,4,музей Гараж,"4,5",1061
